Id;Name;Latitude;Longitude;Height (m);Active
167820;Rebnisluspen;66.4051;17.3331;510;Nej
73080;Reftele D;57.1689;13.5975;150.196;Ja
85530;Regna D;58.8595;15.6973;70;Nej
83280;Remningstorp;58.4524;13.6641;138.614;Ja
189720;Rensjön A;68.073;19.8351;493.651;Ja
132360;Rensjönäset;63.6;12.65;520;Nej
84210;Renstad;58.3097;14.7236;95;Nej
137200;Resele;63.3267;17.0625;93.834;Ja
62010;Reymersholm;56.0127;12.7218;5;Nej
150080;Rickleå;64.1111;20.9095;11.975;Ja
95490;Riddarhyttan;59.8076;15.5405;155.819;Ja
188830;Riksgränsen;68.4284;18.1302;508;Nej
98440;Rimbo;59.7487;18.3535;20;Nej
116080;Rimsbo;61.1333;16.1833;330;Nej
98250;Rindö;59.4166;18.3666;5;Nej
72150;Ringhals;57.253;12.1032;10;Nej
78430;Rings;57.7166;18.6333;50;Nej
64600;Rinkaby;55.9833;14.2666;7;Nej
145420;Risbäck D;64.7067;15.5385;370;Nej
108110;Risinge;60.1748;18.224;17.21;Nej
146150;Risnäset D;64.2507;16.4967;306;Nej
135040;Rissna D;63.0584;15.3422;302.072;Ja
78490;Risungs;57.8166;18.9333;20;Nej
177920;Ritsem;67.7261;17.4718;521;Nej
177930;Ritsem A;67.7255;17.4668;541.214;Ja
150110;Robertsfors;64.1935;20.8467;50;Nej
78310;Roma;57.5069;18.4539;32;Nej
78300;Roma Aut;57.4998;18.4639;32;Nej
65160;Ronneby-Bredåkra;56.267;15.265;58.2;Ja
72300;Rossared D;57.4708;12.195;41.339;Nej
81450;Rossö;58.8501;11.1787;4.265;Ja
136560;Rossön;63.9338;16.3694;234.498;Ja
125250;Rotnäset D;62.3993;15.4386;251.782;Nej
127430;Rundbacken;62.7101;17.1765;130;Nej
139320;Rundvik D;63.5422;19.4377;10;Nej
97340;Runsa;59.5593;17.8252;25;Nej
173880;Ruokojärvi;66.6127;23.298;170;Nej
148490;Rusksele D;64.8154;18.8841;236.565;Ja
64620;Ryd;56.45;14.7166;140;Nej
84640;Ryholm;58.5819;14.2167;95;Nej
75160;Ryningsnäs;57.2666;15.9333;90;Nej
64590;Räfsebo D;56.9852;14.2101;197.697;Ja
105200;Rämshyttan;60.3333;15.2;260;Nej
124280;Rätan;62.4836;14.541;359.575;Nej
105540;Rättvik;60.8928;15.1087;175;Nej
103000;Råda;59.9911;13.5948;125;Nej
103630;Råforsen;60.45;13.7666;315;Nej
171800;Råneå-Flakaberg;66.3615;21.847;220;Nej
73480;Rångedala A;57.7846;13.1642;297.467;Ja
83630;Rånna;58.45;13.8333;125;Nej
98470;Rånäs;59.7833;18.3;20;Nej
146260;Råsele;64.4191;16.812;330;Nej
162790;Rödkallen A;65.3121;22.3709;1.932;Ja
172840;Rödupp;66.4572;22.781;56.768;Ja
62110;Rögle;56.1833;12.8;10;Nej
63140;Röke;56.2393;13.5278;115;Nej
156830;Rönnberga;65.4333;16.7333;540;Nej
81040;Rörastrand;58.0578;11.6454;9.465;Ja
112080;Rörbäcksnäs;61.1269;12.8226;465;Nej
54380;Rörum;55.6333;14.2666;10;Nej
74150;Rörvik D;57.2375;14.5726;219.673;Ja
98260;Röskär;59.4166;18.1666;15;Nej
63710;Röslöv;56.0166;13.7166;95;Nej
138130;Rössjö;63.2203;18.3119;150;Nej
134150;Rösta;63.2443;14.5535;360;Nej
116230;Röstebo;61.3882;16.4295;115;Nej
191940;Saarikoski D;68.8032;21.2468;450;Ja
157750;Sadiliden;65.1698;17.8145;395.417;Ja
171990;Sadjem D;66.9602;21.2272;357.194;Ja
182810;Saittarova A;67.3363;22.2288;240.652;Ja
182800;Saittarova D;67.3345;22.2433;240;Ja
96550;Sala;59.9036;16.6579;56.295;Ja
96560;Sala A;59.9093;16.6843;56.575;Ja
178680;Saltoluokta;67.3833;18.55;393;Nej
78270;Sanda;57.4254;18.2111;13.795;Ja
76000;Sandbäckshult;56.9835;16.283;37;Nej
54230;Sandhammaren;55.3872;14.1947;4;Nej
98170;Sandhamn D;59.29;18.9146;2.049;Ja
73580;Sandhem;57.9652;13.7775;273;Nej
132450;Sandnäset;63.7542;12.4291;432.177;Nej
72340;Sandsjöbacka;57.5571;12.0387;50;Nej
54390;Sankt Olof;55.6402;14.1273;130;Nej
138080;Sanna;63.1316;18.0733;275;Nej
81380;Sanne;58.6707;11.8739;90;Nej
170920;Sarkavare;66.7373;20.3603;377;Nej
66220;Segerstad;56.3688;16.5413;6.477;Ja
63560;Seglehult;56.9371;13.3393;155;Nej
95200;Sickelsjö;59.329;15.8193;40;Nej
127220;Sidsjö D;62.3808;17.2852;63.407;Ja
147210;Siksjö;64.3433;17.7866;440;Nej
135380;Sikåskälen;63.6198;15.0929;490;Nej
104530;Siljansfors;60.8846;14.3786;260;Nej
126470;Sillre;62.7717;16.7236;185;Nej
156800;Silverberg;65.3496;16.1107;530;Nej
94510;Silvergruvan;59.8475;14.4759;201.549;Ja
116340;Simeå;61.5694;16.3252;139;Ja
63440;Simlångsdalen;56.7154;13.1247;75;Nej
83050;Simonstorp;58.0788;13.3957;190;Nej
86470;Simonstorp_ö;58.7779;16.1255;65;Nej
53340;Simontorp;55.5833;13.5666;70;Nej
54330;Simrishamn;55.5449;14.3578;8;Nej
63450;Singeshult;56.7429;13.3608;165;Nej
108100;Singö;60.1595;18.7436;12;Nej
64630;Sjöaryd;56.5166;14.75;150;Nej
146500;Sjöberg;64.8273;16.2655;500;Nej
53450;Sjöbo D;55.6407;13.6797;34.98;Ja
87590;Sjögärde;58.9748;17.8384;28.984;Ja
73360;Sjölund;57.6;13.9333;274;Nej
73210;Sjötofta D;57.3847;13.2946;167;Ja
139110;Skagsudde;63.1885;19.0194;13;Nej
139120;Skagsudde A;63.1872;19.0199;9.343;Ja
126220;Skallböle;62.3642;16.966;60;Nej
154840;Skalmodalen;65.4485;14.5157;440;Nej
137640;Skalmsjö;63.5166;17.7666;170;Nej
83270;Skara;58.407;13.4377;117.104;Ja
83620;Skara;58.4;13.45;116;Nej
83240;Skara-Ekeberg;58.4;13.55;130;Nej
83200;Skara-Stenum;58.37;13.52;130;Nej
83260;Skara-Västerskog;58.38;13.33;105;Nej
114120;Skattungbyn D;61.198;14.8656;205.293;Ja
181830;Skaulo;67.4152;21.1195;390;Nej
66500;Skedemosse D;56.807;16.7427;16.312;Ja
63460;Skeen;56.7591;13.6776;135;Nej
150450;Skellefteå;64.7584;20.9478;40;Nej
151380;Skellefteå Flygplats;64.6244;21.0717;48;Ja
73070;Skeppshult D;57.121;13.4028;160.113;Ja
74270;Skillingaryd;57.4134;14.0523;218.402;Ja
54290;Skillinge A;55.489;14.3144;4.016;Ja
92490;Skillingmark;59.8212;11.9991;130;Nej
95500;Skinnskatteberg;59.8333;15.6833;113;Nej
156920;Skirknäs;65.7474;16.1978;520;Nej
75220;Skirö;57.3666;15.3833;160;Nej
97330;Skjörby;59.5491;17.3667;13.03;Ja
72060;Skogsforsen;57.0944;12.8704;100;Nej
137710;Skorped;63.3833;17.8666;160;Nej
62000;Skromberga;56;12.9833;90;Nej
94230;Skråmforsen;59.3785;14.6119;125;Nej
171930;Skröven D;66.7757;21.8444;150;Nej
96440;Skultuna;59.7134;16.4325;40.659;Ja
53280;Skurup D;55.4405;13.4796;35;Nej
85640;Skärblacka;58.5666;15.9;30;Nej
85280;Skärkind D;58.4855;16.002;49;Nej
134440;Skärvången D;63.7506;14.2938;398;Nej
124390;Skålan;62.65;14.1666;452;Nej
63230;Skånes Fagerhult;56.3666;13.4666;118;Nej
96050;Sköldinge;59.0578;16.4027;31.614;Ja
95090;Sköllersta;59.1441;15.2775;50;Nej
83230;Skövde;58.3943;13.8406;146.595;Ja
158880;Slagnäs;65.597;18.1795;425;Nej
126240;Slättån;62.3846;16.5507;88.995;Ja
156930;Slätvik;65.7833;16.05;490;Nej
53200;Smygehuk;55.3376;13.3563;5;Nej
73100;Smålandsstenar;57.1666;13.4166;140;Nej
81220;Smögen;58.3571;11.2276;20;Nej
84580;Snavlunda D;58.948;14.9056;135;Nej
104310;Snöåby;60.5227;14.4594;230;Nej
137470;Solberg;63.787;17.6517;360;Nej
71570;Solberga;57.9525;11.8155;20;Nej
137100;Sollefteå;63.1745;17.2282;82.728;Ja
104560;Sollerön;60.938;14.5908;164;Nej
106060;Sonnbo;60.1197;16.2838;89;Nej
157860;Sorsele;65.5354;17.5225;360;Nej
95340;Spannarboda D;59.5793;15.4994;67.509;Ja
74340;Spinkabo;57.5653;14.4693;285;Nej
88580;Stabbo;58.9733;18.4493;7;Nej
53720;Staffanstorp;55.65;13.2166;20;Nej
145570;Stalon 2;64.9451;15.8364;365;Nej
98160;Stavsnäs A;59.2996;18.7047;16;Nej
86270;Stegeborg;58.4333;16.6;10;Nej
53540;Stehag;55.8814;13.4395;89.355;Ja
150120;Stenfors;64.1909;20.2977;155;Nej
96210;Stenkvista;59.3221;16.5577;45;Nej
157720;Stensele;65.0706;17.1536;325;Nej
54400;Stenshuvud;55.6646;14.2595;112;Nej
136160;Stensjö;63.2669;16.4446;430;Nej
78360;Stenstugu Försöksgård;57.5979;18.4507;45;Nej
169020;Stenträsk;66.3166;19.8333;410;Nej
167860;Stenudden;66.5343;17.6677;453;Nej
54340;Stiby;55.563;14.1884;71.164;Ja
95510;Stjärnfors;59.8333;15.0166;150;Nej
106270;Stjärnsund;60.4551;16.2662;130;Nej
97200;Stockholm-Bromma Flygplats;59.3537;17.9513;14;Ja
98210;Stockholm-Observatoriekullen;59.3417;18.0549;43.133;Ja
144510;Stora Blåsjön;64.8176;14.1528;485;Nej
74620;Stora Hyltan;57.2;14.25;245;Nej
77180;Stora Karlsö;57.2893;17.9623;40;Nej
73090;Stora Segerstad;57.1461;13.5609;180;Nej
178860;Stora Sjöfallet A;67.4948;18.2907;426.536;Ja
105250;Stora Skedvi;60.4101;15.7433;103.202;Ja
105220;Stora Spånsberget A;60.3817;15.1374;492.257;Ja
96630;Stora Sundby;59.2666;16.1333;25;Nej
96620;Stora Sundby-Alberga;59.2666;16.1166;30;Nej
87510;Stora Uttervik;58.85;17.55;10;Nej
158850;Storberg;65.5085;18.9505;453;Nej
171940;Storberget;66.7714;21.7652;330;Nej
112230;Storbron;61.3858;12.8559;545.521;Ja
112410;Storbäcken;61.6833;12.6;675;Nej
127320;Stordalen-Midlanda D;62.5461;17.4178;3.232;Ja
136360;Storfinnforsen;63.595;16.1846;232;Nej
113610;Storfjället-Sälen;61.1666;13.1166;770;Nej
94320;Storfors D;59.5271;14.276;135;Nej
117610;Storjungfrun;61.1666;17.3333;10;Nej
149570;Storliden;64.95;19.4833;390;Nej
132620;Storlien;63.3158;12.1009;595;Nej
132180;Storlien-Storvallen;63.2826;12.1218;583.124;Ja
132170;Storlien-Storvallen A;63.2826;12.1218;583.124;Ja
98140;Stormyra;59.2024;18.3272;15.646;Ja
140510;Stornorrfors;63.85;20.05;95;Nej
123480;Storsjö Kapell;62.8016;13.0731;580;Nej
163920;Storöhamn;65.7306;23.0924;7;Nej
144710;Storön;64.6333;14.1166;350;Nej
163900;Storön A;65.6972;23.0959;2.394;Ja
139710;Strand;63.8666;19.9;85;Nej
74650;Strandvallen;57.85;14.2833;110;Nej
97270;Strängnäs;59.402;17.0605;25;Nej
96240;Strängnäs-Vansö;59.3957;16.9345;14.619;Ja
96030;Strängstorp;59.05;16.2166;62;Nej
116580;Strömbacka;61.9572;16.7138;170;Nej
107240;Strömsberg;60.4;17.5833;25;Nej
63330;Strömsnäsbruk D;56.5583;13.7372;115;Nej
81560;Strömstad;58.9333;11.2;20;Nej
135520;Strömsund;63.8548;15.5894;373;Nej
135550;Strömsund-Edet D;63.9145;15.3148;301.5;Ja
85190;Sturefors;58.3159;15.7144;85;Nej
94580;Ställdalen;59.9382;14.8884;247.176;Ja
94660;Stångfallet;59.95;14.8833;230;Nej
65370;Stångsmåla D;56.6103;15.1354;136.818;Ja
103260;Stöllet D;60.4107;13.2658;149.705;Ja
92260;Stömne;59.436;12.7631;70;Nej
159970;Suddesjaur;65.8952;19.0929;342;Nej
192760;Suddjavaara;68.2048;22.7609;350;Nej
170790;Sudok;66.3006;20.424;170;Nej
96410;Sundby;59.6962;16.6606;35;Nej
161680;Sunderbyn;65.7;21.85;20;Nej
136640;Sundmo;63.5;16.7;200;Nej
127240;Sundsvall;62.4066;17.2664;35;Nej
127310;Sundsvall-Timrå Flygplats;62.5246;17.441;4;Ja
93520;Sunne A;59.8639;13.1166;108.947;Ja
74570;Sunneränga;57.7938;14.8728;186.346;Ja
96430;Surahammar;59.701;16.2202;55;Nej
93340;Suttertjärn;59.5956;13.9525;170;Nej
115050;Svabensverk;61.0442;15.7921;240;Nej
53560;Svalöv;55.9315;13.0545;70;Nej
98490;Svanberga A;59.8317;18.6313;14.821;Ja
173890;Svanstein;66.6528;23.8556;83.328;Ja
181890;Svappavaara;67.6536;21.0525;345;Ja
167790;Svartberget D;66.3227;17.3176;440.889;Ja
81340;Svarteborg;58.5707;11.5572;70;Nej
66460;Svartingstorp;56.786;16.3296;20;Nej
97220;Svartsjö;59.3628;17.722;10;Nej
94070;Svartå;59.126;14.5278;90;Nej
135020;Svedjelandet;63.0394;15.8421;369.341;Ja
124030;Sveg A;62.0462;14.4069;357.187;Ja
124020;Sveg-Eggarna;62.0141;14.2995;371;Ja
92200;Svensbyn D;59.3252;12.3087;125;Nej
99270;Svenska Högarna;59.4439;19.5028;10.145;Nej
99280;Svenska Högarna A;59.4423;19.5022;11.811;Ja
75450;Svinhult D;57.7469;15.388;289.721;Nej
85200;Sya;58.325;15.2247;113.66;Ja
140200;Sydostbrotten;63.3368;20.1736;24;Nej
81010;Säby;58.0201;11.6015;10;Nej
52660;Säbyholm;55.9;12.8333;10;Nej
92100;Säffle;59.1407;12.9336;52.926;Ja
113100;Sälen;61.1691;13.2593;360;Nej
126080;Sänningstjärn D;62.1368;16.8643;245.703;Nej
113410;Särna D;61.6909;13.1827;425;Ja
123370;Särvsjö D;62.6309;13.1618;640;Nej
105210;Säter D;60.3438;15.7611;180;Nej
72540;Sätila;57.5468;12.4379;65;Ja
97320;Sätra Gård;59.5339;17.8446;15;Nej
97250;Sättra;59.4115;17.4754;25;Nej
71470;Säve;57.7786;11.8824;20;Nej
71500;Säve-Skålvisered;57.8305;11.92;20;Nej
94530;Sävenfors;59.882;14.5408;200;Nej
74250;Sävsjö;57.3834;14.658;219.997;Ja
104150;Sågen D;60.2611;14.1342;264.169;Ja
105410;Sågmyra;60.7004;15.3263;257;Nej
82260;Såtenäs;58.428;12.711;55.1;Ja
82250;Såtenäs D;58.4397;12.6928;55;Nej
116170;Söderala D;61.295;16.9548;29;Ja
99450;Söderarm A;59.7531;19.4054;14.006;Ja
108180;Söderby-Karlsäng D;60.2922;18.4475;6.578;Ja
105040;Söderbärke D;60.064;15.571;121.604;Ja
117170;Söderhamn;61.3198;17.0967;10;Nej
117160;Söderhamn;61.2691;17.0983;26;Nej
86290;Söderköping;58.4784;16.3419;5;Ja
138450;Södersel D;63.7462;18.1647;386.446;Ja
97120;Södertälje;59.182;17.6186;40;Nej
54460;Södra Lökaröd;55.7743;14.0913;113;Nej
75430;Södra Vi D;57.7172;15.7063;173.568;Ja
92290;Sölje D;59.5094;12.6608;91.77;Ja
64060;Sölvesborg;56.0573;14.5902;5;Nej
83310;Söne;58.5474;12.9853;58.775;Ja
74030;Söraby;57.0345;14.9446;180;Nej
171720;Sörbyn;66.0515;21.7822;40.956;Nej
84490;Sörbytorp;58.8122;14.6499;187.257;Ja
105490;Sörskog;60.821;15.377;390;Nej
127630;Söråker;62.5166;17.5166;45;Nej
63030;Sösdala;56.0355;13.6939;90;Nej
125460;Sösjö;62.7667;15.4996;430;Nej
149470;Talliden;64.7776;19.3637;370.835;Nej
172780;Talljärv D;66.2498;22.3044;233.607;Nej
134000;Tandsbyn D;63.0092;14.7184;415;Nej
113110;Tandådalen Aut;61.1766;13.0164;830;Nej
63570;Tannåker;56.9577;13.7741;150;Nej
150020;Tavelsjö D;64.0392;20.072;116.179;Ja
137560;Tegelträsk;63.9515;17.904;380;Nej
104100;Telningsberg;60.1829;14.6679;270;Nej
83110;Tidaholm D;58.1806;13.9829;145;Nej
84630;Tidan;58.55;14;90;Nej
73660;Tinghalla;57.9666;13.85;278;Nej
64320;Tingsryd-Degerhaga;56.5375;14.8989;162.965;Ja
155990;Tjulträsk;65.9669;15.955;555;Nej
97650;Tjusta;59.6;17.6333;20;Nej
114710;Tjäderåsen;61.5666;14.5;621;Nej
85440;Tjällmo D;58.7413;15.3704;85.027;Ja
137660;Tjälsbyn;63.85;17.3833;355;Nej
106310;Tjärnäs;60.5129;16.4172;110;Nej
168970;Tjåmotis D;66.9181;18.5363;300;Nej
84530;Tolsgården;58.8833;14.45;230;Nej
53320;Tomelilla;55.5529;13.9452;66.047;Ja
96480;Tomta;59.8;16.55;55;Nej
74300;Tomtabacken A;57.4981;14.4645;355.895;Ja
74140;Toraliden;57.2295;14.7471;260;Nej
85260;Tornby;58.4166;15.6166;40;Nej
189760;Torneträsk;68.2201;19.7123;393;Nej
96720;Torpaslätt;59.4166;16.2;10;Nej
126290;Torpshammar A;62.4935;16.2742;99.137;Ja
139420;Torrböle D;63.7076;19.5932;75;Nej
103080;Torsby;60.1075;12.9908;127;Nej
71430;Torslanda;57.7166;11.7833;3;Nej
106290;Torsåker D;60.5021;16.4818;76.269;Ja
65250;Torsås;56.4112;15.988;20;Nej
63600;Torup;56.9632;13.0712;85;Nej
63590;Torup A;56.9494;13.0601;132.532;Ja
124430;Tossåsen;62.6967;14.3927;410;Nej
64010;Tosteberga;56.0094;14.4429;10;Nej
97230;Tosterö skola;59.4;17.0333;20;Nej
76380;Tovehult;57.642;16.5682;25;Nej
83400;Traneberg;58.6605;13.1483;55.643;Ja
73290;Tranhult;57.4882;13.8585;330;Nej
113060;Transtrand D;61.0797;13.3294;335;Nej
98270;Tranvik;59.4507;18.5717;10;Nej
84020;Tranås;58.0389;14.9853;155;Nej
53230;Trelleborg;55.3811;13.1195;2.57;Ja
92540;Treskog;59.8722;12.6195;165;Nej
75620;Trollebo;57.3166;15.3;180;Nej
66180;Trolleboda D;56.3008;16.0355;10;Ja
53510;Trollenäs;55.8666;13.25;55;Nej
82620;Trollhättan;58.3;12.3166;42;Nej
82190;Trollhättans Flygplats;58.3141;12.3292;43;Nej
87540;Trosa;58.9;17.5666;5;Nej
86060;Tryserum D;58.1025;16.7215;20.231;Ja
113230;Trängslet;61.3795;13.7235;419;Nej
144380;Trångmon;64.6315;14.8619;480;Nej
82160;Trökörna;58.2683;12.6526;68.987;Ja
97100;Tullinge A;59.1785;17.9093;44.858;Ja
134190;Tullus D;63.3075;14.3134;344.241;Ja
108610;Tuna;60.0166;18.05;20;Nej
65200;Tvingelshed;56.3227;15.579;104.4;Ja
126050;Tvärforsen;62.0852;16.2272;225;Nej
86010;Tyllinge;58.019;16.0776;111;Ja
127710;Tynderö;62.45;17.6166;50;Nej
104710;Tyngsjö;60.3;13.8833;345;Nej
98150;Tyresö;59.25;18.2833;5;Nej
87490;Tystberga D;58.8236;17.3318;32;Nej
105500;Tänger D;60.8149;15.761;156;Ja
132710;Tännäs 1;62.4333;12.6833;570;Nej
122260;Tännäs A;62.4494;12.6676;723.013;Ja
182740;Tärendö D;67.1661;22.6287;165;Nej
155910;Tärnaby;65.7166;15.25;450;Nej
155890;Tärnamo;65.6699;15.1297;420;Nej
106120;Tärnsjö D;60.1321;16.9483;55;Nej
135430;Täxan;63.7195;15.8315;270;Nej
62120;Tånga;56.201;12.7756;12.108;Ja
169830;Tårrajaur;66.4329;19.6885;370;Nej
102460;Tåsan;60.7657;12.8457;255.614;Ja
91330;Töcksfors;59.4892;11.7565;222.54;Ja
84650;Töreboda;58.7166;14.1333;95;Nej
65140;Törneryd;56.2297;15.0249;15;Nej
84600;Törntorp;58.9849;14.789;175;Nej
72520;Uddabo;57.8701;12.7074;245;Nej
81210;Uddevalla D;58.3681;11.935;77.125;Ja
92570;Uddheden D;59.9437;12.9134;108;Nej
54580;Ugerup;55.9657;14.1168;20;Nej
105620;Ulfshyttan;60.3;15.3833;180;Nej
72090;Ullared A;57.1134;12.7732;122.356;Ja
128590;Ullånger;63.0123;18.1849;10.72;Nej
73470;Ulricehamn;57.8052;13.4083;175;Nej
85070;Ulrika;58.1282;15.4353;180;Nej
135500;Ulriksfors;63.8345;15.6164;285;Nej
97490;Ultuna;59.8139;17.6469;15;Nej
97210;Ulvhäll;59.3619;17.044;5;Nej
147460;Ulvoberg;64.7627;17.2165;520;Nej
114360;Ulvsjö;61.6022;14.1847;585;Nej
126170;Ulvsjön D;62.2708;16.4295;383.38;Ja
140500;Umeå;63.8302;20.2901;10;Nej
140480;Umeå Flygplats;63.7931;20.28;7.31;Ja
140490;Umeå-Röbäcksdalen;63.8109;20.2407;10.043;Ja
155980;Umfors;65.9473;15.0362;525;Nej
108170;Understen;60.2761;18.9227;12;Nej
133200;Undersåker;63.3269;13.3826;330;Nej
75310;Ungsberg;57.5102;15.916;158.149;Ja
65020;Ungskär;56.0419;15.8081;2;Nej
114230;Untorp;61.3833;14.4166;430;Nej
107270;Untra;60.4393;17.3409;35;Nej
82060;Uplo;58.1001;12.6568;115;Nej
84030;Uppgränna;58.0671;14.5322;275;Nej
97520;Uppsala;59.8471;17.632;23.453;Ja
97510;Uppsala Aut;59.8585;17.6219;13;Nej
97530;Uppsala Flygplats;59.9;17.593;20.6;Ja
64290;Urshult-Kunninge;56.4782;14.8024;145;Nej
64400;Uråsa;56.6833;14.95;167;Nej
55570;Utklippan;55.95;15.7;6;Nej
95640;Uttersberg;59.75;15.6666;95;Nej
107450;Utvalnäs Aut;60.7547;17.3574;5;Nej
88570;Utö;58.9502;18.2669;40;Nej
84710;Vad;58.5666;14.0166;85;Nej
84270;Vadstena D;58.4496;14.889;89.999;Ja
87610;Vagnhärad D;58.9413;17.4614;25.568;Ja
96000;Valla;59.0185;16.3709;50;Nej
133100;Vallbo;63.1547;13.0677;582;Ja
98310;Vallentuna;59.5185;18.0792;25.728;Ja
112070;Vallsjön;61.1166;12.8666;470;Nej
144040;Valsjöbyn;64.0655;14.1433;336;Ja
63060;Vanneberga;56.0813;13.9189;35;Nej
72080;Varberg;57.1092;12.2961;34.606;Ja
93240;Varpnäs;59.4041;13.2906;68;Nej
105630;Vassbo;60.5333;15.5333;120;Nej
97480;Vassunda;59.7155;17.723;21.75;Ja
107010;Vattholma D;60.0286;17.7207;28.615;Ja
157980;Vaxborg;65.9451;17.4821;430;Nej
72170;Veddige D;57.2616;12.3206;15.074;Ja
145040;Vedjeön;64.063;15.3737;290;Nej
83150;Vedum;58.1535;13.0387;111.368;Ja
73710;Vekafors;57.1;13.7333;165;Nej
53290;Vellinge;55.4714;13.0128;10;Nej
52550;Ven;55.912;12.6823;25;Nej
93630;Viberg;59.5333;13.85;90;Nej
160960;Vidsel;65.8801;20.1315;180;Ja
160970;Vidsel;65.875;20.15;182.566;Ja
105560;Vikarbyn D;60.9189;15.0329;225;Nej
125710;Viken;62.3833;15.1666;264;Nej
137030;Viksbäcken;63.05;17.75;6;Nej
146350;Vilhelmina A;64.5798;16.8386;348.198;Ja
64140;Villands Vånga;56.1803;14.3782;20;Nej
94170;Villingsberg;59.2833;14.7;148;Nej
75400;Vimmerby;57.6687;15.8518;110;Nej
156940;Vindel-Björkheden;65.8211;16.7114;350;Nej
157930;Vindel-Storsjö;65.7666;17.05;345;Nej
149120;Vindeln-Sunnansjönäs;64.1371;19.7581;237.471;Ja
71380;Vinga A;57.6322;11.6048;18.205;Ja
95030;Vingåker D;59.0199;15.981;37.341;Ja
147710;Vinliden;64.6333;17.8666;480;Nej
63040;Vinslöv D;56.0996;13.9244;25;Nej
94550;Vintersjöhöjden;59.9166;14.35;250;Nej
106500;Vintjärn;60.8321;16.0581;348;Nej
75190;Virserum-Rödmossa;57.293;15.5697;212.619;Ja
78390;Visby D;57.6234;18.3013;46.388;Ja
78400;Visby Flygplats;57.6678;18.3516;41.05;Ja
84050;Visingsö A;58.0948;14.4058;93.582;Ja
84060;Visingsö D;58.0735;14.3599;110;Nej
126270;Viskan;62.4556;16.4291;70;Nej
65310;Vissefjärda;56.5124;15.6235;114;Nej
98120;Vissvass;59.2;18.3666;10;Nej
54420;Vitemölla;55.6995;14.204;22;Nej
103210;Vitsand D;60.3252;13.0065;150;Nej
181900;Vittangi;67.6943;21.6335;250;Nej
97540;Vittinge;59.9;17.023;52.42;Ja
53410;Vomb;55.6629;13.5288;27.018;Ja
86520;Vrena;58.8736;16.6813;30.847;Ja
63430;Vrå D;56.7361;13.454;150;Nej
171830;Vuoddas;66.4083;21.7789;200;Nej
166870;Vuoggatjålme;66.5759;16.3511;500;Nej
170870;Vuollerim;66.4311;20.6022;121.492;Ja
167850;Vuonatjviken;66.4934;17.2461;520;Nej
64640;Väckelsång;56.65;14.9166;155;Nej
98590;Väddö;59.9833;18.8166;10;Nej
84190;Väderstad;58.3143;14.9274;120;Nej
81350;Väderöarna Aut;58.576;11.0682;20;Nej
81620;Väderöbod;58.55;11.0333;7;Nej
136190;Vägersjön;63.3159;16.4038;440;Nej
136580;Vällingberget;63.971;16.8034;440;Nej
98570;Vällnora D;59.9563;18.3431;21.723;Ja
82230;Vänersborg;58.3543;12.3585;47.996;Ja
78230;Vänge;57.4349;18.4862;44.385;Ja
139540;Vännäs D;63.9216;19.8107;106.8;Ja
83300;Väring;58.519;13.9805;80;Nej
83550;Värmlandsnäs-Ekenäs D;58.8973;13.2384;50;Ja
74110;Värnamo;57.1833;14.05;140;Nej
75340;Värne;57.5386;15.0978;204.819;Nej
107180;Väsby;60.3;17.4333;35;Nej
93210;Väse D;59.3673;13.8529;54.417;Ja
135120;Västanbäck D;63.1988;15.4774;225;Nej
116530;Västansjö D;61.8774;16.535;55;Nej
150270;Västanträsk;64.4502;20.4055;140;Nej
78260;Västergarn;57.4333;18.15;2;Nej
98080;Västerhaninge;59.1106;18.1059;26.493;Ja
126250;Västerlo D;62.4133;16.6573;105;Nej
85270;Västerlösa;58.4447;15.3772;75;Nej
96170;Västermo;59.2747;16.0856;31.786;Ja
83340;Västerplana;58.5586;13.3508;128;Nej
145210;Västertåsjö D;64.3632;15.7037;293;Nej
76470;Västervik;57.7213;16.4683;33;Nej
96350;Västerås;59.5972;16.6001;15.836;Ja
96370;Västerås-Hässlö;59.5888;16.6299;6;Nej
107260;Västland;60.4435;17.6211;23.5;Ja
138070;Västmarkum A;63.1243;18.2518;141.392;Ja
107530;Västra Banken;60.88;17.93;5;Nej
98720;Västra Lagnö;59.5333;18.75;8;Nej
85630;Västra Ny;58.65;15.05;120;Nej
103550;Västra Ärnäs;60.9069;13.3756;355;Nej
95250;Västvalla;59.4171;15.6113;19.997;Ja
64510;Växjö A;56.8463;14.8296;198.861;Ja
64520;Växjö D;56.8809;14.8257;162;Nej
114080;Våmhus D;61.1352;14.4164;196;Ja
85350;Vånga D;58.5876;15.8113;42.85;Ja
82020;Vårgårda D;58.0227;12.8537;138;Ja
82010;Vårgårda-Hägrunga;58.0166;12.8333;148;Nej
73190;Våthultström;57.3166;13.4333;163;Nej
78540;Westö;57.8934;18.7624;20;Nej
97070;Wiad;59.1106;17.7182;22.238;Nej
173900;Ylinenjärvi A;66.6223;23.4635;133.672;Ja
53260;Ystad;55.4316;13.8058;13.151;Nej
124040;Ytterberg D;62.0664;14.4911;482;Ja
107370;Ytterboda;60.6166;17.45;15;Nej
124110;Ytterhogdal;62.1817;14.9478;263.585;Ja
147020;Ytterrissjö D;64.03;17.7771;369.4;Ja
97290;Ytterselö D;59.4065;17.2739;16.964;Ja
147170;Yxsjö;64.2833;17.5166;350;Nej
